"id","prozessart","ikw","bundesland","ezg","ereignis_jahr","ereignis_monat","ereignis_Tag","punkt_x","punkt_y","WLK_ID"
31310,"Murartiger Feststofftransport",NA,"Tirol","Großlercherbach",2012,6,23,335332,335969,"108839"
31311,"Murgang",NA,"Tirol","Mischbach",2012,7,2,242491,354393,"149975"
31312,"Murartiger Feststofftransport",NA,"Tirol","Hopfgartnergraben",2012,6,23,338462,336124,"108834"
31313,"Murartiger Feststofftransport",NA,"Tirol","Mellitzbach",2012,6,23,333478,337259,"110512"
31314,"Murartiger Feststofftransport",NA,"Tirol","Durbach",2012,6,23,332628,336980,"108962"
31315,"Fluviatiler Feststofftransport",NA,"Steiermark","Gradnerbach",2012,7,4,530401,357464,"106042"
31316,"Fluviatiler Feststofftransport",NA,"Vorarlberg","Hompmannbach",2012,7,4,139576,408287,"298941"
31317,"Fluviatiler Feststofftransport",NA,"Vorarlberg","Kohlplatzbach",2012,7,4,138887,406439,"316861"
31319,"Fluviatiler Feststofftransport",NA,"Vorarlberg","Standbach",2012,7,4,139186,406976,"316781"
31323,"Fluviatiler Feststofftransport",NA,"Steiermark","Parschlugerbach",2012,6,21,548034,399237,"104635"
31324,"Fluviatiler Feststofftransport",NA,"Salzburg","Maierhofgraben",2012,6,21,383252,371989,"103993"
31325,"Fluviatiler Feststofftransport",NA,"Niederösterreich","Url",2012,6,12,496995,453780,"101742"
31326,"Fluviatiler Feststofftransport",NA,"Niederösterreich","Schweinbergbach",2012,7,8,504728,473803,"102088"
31327,"Murartiger Feststofftransport",NA,"Salzburg","Zechnergraben",2012,6,21,381614,372653,"104003"
31328,"Fluviatiler Feststofftransport",NA,"Salzburg","Kuglgassgraben",2012,6,21,383140,371435,"103991"
31329,"Fluviatiler Feststofftransport",NA,"Steiermark","Voraubach",2012,7,3,593170,391724,"105211"
31331,"Fluviatiler Feststofftransport",NA,"Steiermark","Teigitsch",2012,7,6,530179,342410,"106984"
31333,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Gschliefgraben",2012,6,9,436774,442887,"102967"
31334,"Murartiger Feststofftransport",NA,"Tirol","Wurgerbach",2012,7,14,347485,346500,"108819"
31336,"Fluviatiler Feststofftransport",NA,"Steiermark","Oischingbach",2012,7,20,537344,403320,"107139"
31339,"Fluviatiler Feststofftransport",NA,"Tirol","Galitzenbach",2012,7,21,355086,322347,"109006"
31340,"Fluviatiler Feststofftransport",NA,"Tirol","Spatenbach",2012,7,21,354311,321916,"108944"
31341,"Fluviatiler Feststofftransport",NA,"Tirol","Rötenbach",2012,7,21,353766,321582,"108858"
31343,"Fluviatiler Feststofftransport",NA,"Tirol","Durrenbach",2012,7,21,352425,321252,"108826"
31344,"Fluviatiler Feststofftransport",NA,"Tirol","Leisacher Almbach",2012,7,21,351721,320919,"110563"
31345,"Murgang",NA,"Tirol","Karmelitergraben",2012,7,21,351197,320840,"108708"
31347,"Fluviatiler Feststofftransport",NA,"Tirol","Dörflbach",2012,7,21,348961,320921,"108865"
31348,"Fluviatiler Feststofftransport",NA,"Tirol","Gamsbach",2012,7,21,348312,320335,"108681"
31349,"Fluviatiler Feststofftransport",NA,"Tirol","Wartschenbach",2012,7,21,359220,326819,"109016"
31351,"Fluviatiler Feststofftransport",NA,"Tirol","Felperbach",2012,7,28,258699,354837,"142415"
31352,"Fluviatiler Feststofftransport",NA,"Niederösterreich","Schlattenbach",2012,7,29,615731,420864,"100076"
31353,"Fluviatiler Feststofftransport",NA,"Steiermark","Sattentalbach",2011,7,21,441549,390087,"104924"
31354,"Fluviatiler Feststofftransport",NA,"Steiermark","Walchenbach",2012,7,21,452643,392478,"104730"
31355,"Murgang",NA,"Steiermark","Talbach",2012,6,20,429722,384031,"105210"
31357,"Fluviatiler Feststofftransport",NA,"Steiermark","Gumpenbach",2012,6,22,435252,389133,"104953"
31358,"Fluviatiler Feststofftransport",NA,"Steiermark","Seyfriedbach",2012,7,21,455060,382911,"106619"
31359,"Fluviatiler Feststofftransport",NA,"Steiermark","Kleinsölkbach",2012,7,21,445069,383002,"105132"
31360,"Murgang",NA,"Kärnten","Lessnigbach",2012,7,19,401124,320392,"108064"
31365,"Murartiger Feststofftransport",NA,"Salzburg","Kötschachbach",2012,7,21,387052,358780,"103828"
31366,"Fluviatiler Feststofftransport",NA,"Salzburg","Durchganggraben",2012,6,21,383325,370959,"103986"
31367,"Murartiger Feststofftransport",NA,"Salzburg","Göriachbach",2012,8,3,431372,370927,"104142"
31368,"Fluviatiler Feststofftransport",NA,"Niederösterreich","Klingfurtherbach",2012,7,29,618882,425000,"100087"
31369,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Hammergraben",2012,7,22,468116,492299,"103438"
31370,"Fluviatiler Feststofftransport",NA,"Steiermark","Pöneggbach",2012,6,21,546217,399759,"104632"
31371,"Fluviatiler Feststofftransport",NA,"Niederösterreich","Soisgrabenbach",2012,7,26,557966,458546,"100461"
31372,"Murartiger Feststofftransport",NA,"Kärnten","Zirknitzbach",2012,7,30,368257,342332,"107992"
31373,"Fluviatiler Feststofftransport",NA,"Salzburg","Bärenkogelbach",2012,8,4,380911,373692,"103983"
31377,"Fluviatiler Feststofftransport",NA,"Steiermark","Ungersdorfbach",2012,7,9,550635,374249,"105695"
31378,"Fluviatiler Feststofftransport",NA,"Steiermark","Dammbauerbach",2012,7,10,537176,349268,"154009"
31379,"Murartiger Feststofftransport",NA,"Kärnten","Astenbach",2012,7,30,372676,340141,"108271"
31383,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Kolmbauernbach",2012,7,28,413128,435634,"103223"
31389,"Fluviatiler Feststofftransport","Stark","Tirol","Putzbach",2012,8,4,335145,407743,"110131"
31396,"Murgang","Extrem","Tirol","Acherbach",2012,8,20,216678,367110,"109860"
31397,"Murgang","Stark","Tirol","Farstrinne",2012,8,20,216876,364355,"109873"
31398,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Großer Zlambach",2012,8,23,426241,413580,"103068"
31402,"Fluviatiler Feststofftransport","Extrem","Tirol","Valserbach",2012,8,26,267108,350515,"158215"
31406,"Murgang",NA,"Tirol","Köterbach",2004,8,10,188803,364766,"109838"
31408,"Fluviatiler Feststofftransport",NA,"Vorarlberg","Schrecksbach",2005,8,23,150767,383823,"111440"
31409,"Murgang",NA,"Tirol","Klammlasbach",2008,6,26,220280,353142,"109500"
31410,"Murartiger Feststofftransport",NA,"Tirol","Klammlasbach",2008,6,25,220668,353220,"109500"
31411,"Fluviatiler Feststofftransport",NA,"Tirol","Fischbach",2008,6,25,221404,355358,"109638"
31412,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Laussabach",2009,6,24,483728,450860,"103262"
31413,"Murgang",NA,"Tirol","Jerzener Mühlbach",2010,7,12,204019,364138,"109591"
31414,"Murartiger Feststofftransport",NA,"Kärnten","Sirnitzbach",2010,8,11,452171,324457,"107555"
31416,"Fluviatiler Feststofftransport",NA,"Kärnten","Ronacherbach",2010,8,11,451016,320334,"107573"
31417,"Fluviatiler Feststofftransport",NA,"Kärnten","Peiningerbach",2010,8,11,450042,320769,"107572"
31418,"Fluviatiler Feststofftransport",NA,"Kärnten","Sonnleitenbachl",2010,8,11,447849,321141,"107570"
31419,"Fluviatiler Feststofftransport",NA,"Kärnten","Görzbach",2010,8,11,446259,323208,"107565"
31420,"Fluviatiler Feststofftransport",NA,"Kärnten","Steindorferbach",2010,8,14,451687,310794,"107624"
31421,"Fluviatiler Feststofftransport",NA,"Kärnten","Klebensteinerbach",2010,8,14,449732,310194,"107618"
31422,"Fluviatiler Feststofftransport",NA,"Kärnten","Feistritzbach im Gailtal",2011,6,18,420791,296770,"108425"
31423,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Dambach",2011,6,30,476471,421857,"103136"
31424,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Dambach",2011,6,30,476292,422999,"103136"
31426,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Hinterer Rettenbach",2012,7,4,472462,428117,"103354"
31427,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Krumme Steyrling",2012,6,20,470081,442631,"103379"
31430,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Laussabach",2012,7,28,483685,451103,"103262"
31446,"Fluviatiler Feststofftransport",NA,"Salzburg","Filblingerbach",2012,8,3,396536,432708,"103585"
31450,"Murartiger Feststofftransport",NA,"Vorarlberg","Zwerenbach",1992,8,17,162325,388713,"304421"
31453,"Fluviatiler Feststofftransport",NA,"Tirol","Leibnigbach",2012,8,4,346012,334447,"108977"
31465,"Fluviatiler Feststofftransport",NA,"Kärnten","Haidenbach",2012,7,30,443622,320997,"107583"
31466,"Fluviatiler Feststofftransport",NA,"Kärnten","Trübenbach",2012,7,30,436987,314349,"108388"
31467,"Fluviatiler Feststofftransport",NA,"Kärnten","Klebensteinerbach",2012,7,30,449468,310661,"107618"
31468,"Fluviatiler Feststofftransport",NA,"Kärnten","Klausnerbach",2012,7,30,451457,308672,"195134"
31469,"Fluviatiler Feststofftransport",NA,"Kärnten","Maitrattenbachl",2012,7,30,445742,320176,"107582"
31470,"Fluviatiler Feststofftransport",NA,"Kärnten","Roggbach",2012,7,30,461790,319430,"107558"
31473,"Fluviatiler Feststofftransport",NA,"Kärnten","Vorwaldgraben",2012,7,30,440228,325779,"107607"
31488,"Fluviatiler Feststofftransport","Stark","Tirol",NA,2012,8,23,352179,329985,"108854"
31489,"Murgang",NA,"Tirol","Farstrinne",2012,8,19,217416,364487,"109873"
31490,"Fluviatiler Feststofftransport",NA,"Tirol","Fischbach",2012,8,19,224849,354934,"109638"
31492,"Murgang","Extrem","Tirol","Firschnitzbach",2012,8,4,333092,345561,"108927"
31493,"Murgang","Extrem","Tirol","Mellitzbach",2012,8,4,334309,345720,"110513"
31494,"Fluviatiler Feststofftransport","Mittel","Steiermark","Ganzbach",2012,6,20,574965,412898,"107359"
31498,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Steinbach",2012,9,5,453365,443533,"103110"
31499,"Murartiger Feststofftransport","Extrem","Tirol","Schlickerbach",2012,9,5,248864,364648,"110004"
31500,"Fluviatiler Feststofftransport","Extrem","Steiermark","Zlattenbach",2012,6,23,549880,387145,"105049"
31501,"Fluviatiler Feststofftransport","Stark","Steiermark","Fochnitzbach",2012,6,20,567473,397889,"104694"
31503,"Fluviatiler Feststofftransport","Stark","Steiermark","Rastalbach",2012,6,21,536833,398354,"104720"
31504,"Fluviatiler Feststofftransport","Extrem","Steiermark","Mooshubenbach",2012,6,20,551977,430629,"107111"
31505,"Fluviatiler Feststofftransport","Gering","Tirol","Grabenbach",2012,7,28,343428,319351,"108836"
31506,"Fluviatiler Feststofftransport","Stark","Tirol","Wannenbach",2012,8,NA,204858,396521,"108674"
31509,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Schwärzgraben",2012,9,5,459346,449111,"103130"
31510,"Murgang","Mittel","Tirol","Talgraben",2012,7,7,205977,373203,"109447"
31513,"Murartiger Feststofftransport","Stark","Kärnten","Wetschenbach",2012,7,21,421443,339869,"108311"
31514,"Murartiger Feststofftransport","Stark","Kärnten","Göllgraben",2012,8,16,424452,320507,"108144"
31515,"Murartiger Feststofftransport","Mittel","Kärnten","Tschierwegerbach",2012,9,12,418289,324787,"108110"
31516,"Fluviatiler Feststofftransport","Stark","Salzburg","Rainbach",2012,9,12,388640,383371,"103907"
31517,"Murartiger Feststofftransport","Stark","Tirol","Erlbach",2012,8,16,326472,316664,"108697"
31518,"Murartiger Feststofftransport","Mittel","Tirol","Tödterbach",2012,8,16,327798,316873,"108728"
31520,"Murartiger Feststofftransport","Extrem","Tirol","Kristeinbach",2012,8,2,340604,324820,"108653"
31521,"Murgang","Mittel","Tirol","Wütenbach",2012,8,26,223626,346054,"109636"
31523,"Fluviatiler Feststofftransport","Mittel","Kärnten","Nampolacherbach",2012,9,27,409736,300137,"108074"
31524,"Fluviatiler Feststofftransport","Mittel","Kärnten","Winklerbach",2012,9,27,395854,301213,"108129"
31525,"Fluviatiler Feststofftransport","Mittel","Kärnten","Prelitzenbach",2012,9,27,395431,301633,"108140"
31527,"Murartiger Feststofftransport","Mittel","Kärnten","Jenigbach",2012,9,27,393894,304577,"108162"
31528,"Murartiger Feststofftransport","Stark","Kärnten","Primasbach",2012,9,27,394623,303254,"108174"
31529,"Murgang","Extrem","Kärnten","Bodenmühlbach",2012,9,27,383376,303475,"108540"
31530,"Fluviatiler Feststofftransport","Extrem","Kärnten","Doberbach",2012,9,27,393933,301024,"108151"
31531,"Murartiger Feststofftransport","Mittel","Kärnten","Bodnerbach",2012,9,27,395946,304469,"108185"
31532,"Murartiger Feststofftransport","Extrem","Kärnten","Döbernitzenbach",2012,9,27,388395,303576,"108484"
31533,"Fluviatiler Feststofftransport","Gering","Kärnten","Dorf- und Ortnerbach",2012,9,27,386638,305147,"108362"
31535,"Murartiger Feststofftransport","Stark","Kärnten","Goderschacherbach",2012,9,27,384633,304306,"108529"
31536,"Murartiger Feststofftransport","Stark","Kärnten","Griminitzenbach",2012,9,27,383190,304836,"108551"
31537,"Fluviatiler Feststofftransport","Gering","Kärnten","Gurschlerbachl",2012,9,27,386756,305421,"108373"
31538,"Murartiger Feststofftransport","Stark","Kärnten","Kirchbachgraben",2012,9,27,388857,304909,"108418"
31539,"Fluviatiler Feststofftransport","Gering","Kärnten","Matschnigbach",2012,9,27,392565,303508,"108462"
31540,"Murartiger Feststofftransport","Stark","Kärnten","Tressdorferbach im Gailtal",2012,9,27,389920,304506,"108429"
31541,"Fluviatiler Feststofftransport","Extrem","Kärnten","Stranigbach",2012,9,27,387163,303105,"108507"
31544,"Fluviatiler Feststofftransport","Stark","Vorarlberg","Rietergraben",2012,10,10,135564,406561,"306741"
31545,"Murartiger Feststofftransport","Extrem","Kärnten","Gschiesser Mühlbach",2012,9,26,406501,323227,"107971"
31546,"Fluviatiler Feststofftransport","Stark","Steiermark","Teichenbach",2012,7,21,506341,397082,"106593"
31547,"Fluviatiler Feststofftransport","Extrem","Steiermark","Mellingbach",2012,6,21,505674,393666,"104806"
31548,"Murartiger Feststofftransport","Extrem","Steiermark","Leitnerbach",2012,6,21,496455,398757,"104628"
31549,"Murartiger Feststofftransport","Extrem","Steiermark","Sulzbach",2012,6,21,502105,394868,"104696"
31550,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Mollnerbach",2012,9,5,470424,440477,"103377"
31554,"Murgang","Mittel","Steiermark","Talbach",2012,6,22,430093,383444,"105210"
31563,"Fluviatiler Feststofftransport","Extrem","Kärnten","Schwarzenbach im Gitschtal",2012,9,27,393425,309186,"107668"
31564,"Murartiger Feststofftransport","Stark","Kärnten","Mösernbach",2012,9,27,394133,310151,"186574"
31565,"Murartiger Feststofftransport","Extrem","Kärnten","Wulzengraben",2012,9,27,396141,307960,"107665"
31566,"Fluviatiler Feststofftransport","Extrem","Kärnten","Paludniggraben",2012,9,27,397600,307333,"107660"
31567,"Fluviatiler Feststofftransport","Stark","Steiermark","Moarzbichlgraben",2012,6,17,484775,401756,"104543"
31647,"Fluviatiler Feststofftransport","Extrem","Steiermark","Schüttgraben",2013,1,5,488971,409846,"107343"
31747,"Fluviatiler Feststofftransport","Mittel","Tirol","Köterbach",2012,8,5,188662,364038,"109838"
31873,"Fluviatiler Feststofftransport","Stark","Tirol","Niederbach",2013,6,4,238643,379769,"109976"
31874,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Wagnersteinerbach",2013,6,3,497612,484864,"102425"
31575,"Fluviatiler Feststofftransport","Mittel","Steiermark","Selbach",2012,7,11,513969,367487,"105845"
31576,"Fluviatiler Feststofftransport","Mittel","Steiermark","Jochambach",2012,7,11,513779,367277,"105862"
31578,"Fluviatiler Feststofftransport","Extrem","Steiermark","Heimfahrtsbach",2012,7,11,512890,366258,"105878"
31580,"Fluviatiler Feststofftransport","Extrem","Steiermark","Fuchsgrabenbach",2012,7,21,478139,379337,"105490"
31581,"Fluviatiler Feststofftransport","Stark","Steiermark","Aichergraben",2012,3,8,485186,401916,"104558"
31582,"Fluviatiler Feststofftransport","Mittel","Steiermark","Neubauerbach",2012,7,21,477543,380408,"107024"
31584,"Fluviatiler Feststofftransport","Mittel","Steiermark","Pusterwaldbach",2012,7,21,475329,383442,"105329"
31585,"Murartiger Feststofftransport","Gering","Kärnten","Stockenboierbach",2012,11,5,413497,313926,"108445"
31586,"Murgang","Extrem","Steiermark","Schafgrabenbach",2012,7,21,485733,383480,"105046"
31590,"Fluviatiler Feststofftransport","Extrem","Kärnten","Waidischbach",2012,11,4,480154,285789,"107738"
31593,"Fluviatiler Feststofftransport","Mittel","Kärnten","Abriacherbach",2012,11,5,488057,294289,"108532"
31597,"Fluviatiler Feststofftransport","Stark","Steiermark","Möderbach",2012,8,4,487160,374895,"105603"
31600,"Fluviatiler Feststofftransport","Mittel","Steiermark","Lambach",2012,7,29,458277,356519,"106106"
31601,"Fluviatiler Feststofftransport","Stark","Steiermark","Klaunzerbach",2012,7,29,459698,356786,"107247"
31602,"Fluviatiler Feststofftransport","Gering","Steiermark","Linsenbauerbach",2012,7,29,458729,356760,"107256"
31603,"Fluviatiler Feststofftransport","Extrem","Steiermark","Olachbach",2012,7,29,460938,356912,"107236"
31604,"Murgang","Extrem","Steiermark","Krautwadlbach",2012,7,29,461687,357399,"107245"
31607,"Murartiger Feststofftransport","Stark","Tirol","Pulverbach",2012,11,11,337280,317954,"108783"
31608,"Fluviatiler Feststofftransport","Stark","Tirol","Kostenbach",2012,11,11,346248,319958,"108811"
31609,"Fluviatiler Feststofftransport","Mittel","Kärnten","Freibach",2012,11,4,485284,287756,"107768"
31610,"Fluviatiler Feststofftransport","Mittel","Kärnten","Vellachbach in Eisenkappel",2012,11,5,496733,286386,"108525"
31616,"Murartiger Feststofftransport","Mittel","Kärnten","Klapfbachl",2012,11,14,368229,333897,"108275"
31617,"Murartiger Feststofftransport","Gering","Kärnten","Laaserbach im Gailtal",2012,11,5,374878,308963,"107567"
31618,"Fluviatiler Feststofftransport","Mittel","Kärnten","Rosenbach",2012,11,4,452195,292910,"108441"
31619,"Fluviatiler Feststofftransport","Stark","Kärnten","Emmersdorferbach",2012,11,5,419179,299767,"108427"
31620,"Fluviatiler Feststofftransport","Mittel","Kärnten","Nötschbach",2012,7,30,421701,302511,"108430"
31621,"Murartiger Feststofftransport","Extrem","Kärnten","Nampolacherbach",2012,11,5,409820,300104,"108074"
31622,"Fluviatiler Feststofftransport","Mittel","Kärnten","Weißenbach im Drautal",2012,11,5,427187,302778,"108368"
31625,"Fluviatiler Feststofftransport","Mittel","Kärnten","Wellersdorferbach",2012,11,5,465734,294073,"107757"
31627,"Murartiger Feststofftransport","Stark","Tirol","Wildentalbach",2012,11,11,338731,317465,"108666"
31628,"Fluviatiler Feststofftransport","Mittel","Kärnten","Niederdörflerbach",2012,11,5,464371,293959,"107756"
31629,"Fluviatiler Feststofftransport","Mittel","Kärnten","Lausnitzbach",2012,11,5,422152,345748,"108176"
31630,"Fluviatiler Feststofftransport","Mittel","Kärnten","Ilguzbach",2012,11,5,496944,288926,"108521"
31631,"Fluviatiler Feststofftransport","Stark","Kärnten","Waidischbach",2012,11,4,477747,289602,"107738"
31632,"Fluviatiler Feststofftransport","Mittel","Kärnten","Loiblbach",2012,11,4,473143,289232,"107739"
31633,"Fluviatiler Feststofftransport","Stark","Kärnten","Inzelgrabenbach",2012,11,4,479493,293200,"107734"
31634,"Fluviatiler Feststofftransport","Mittel","Kärnten","Seidolacherbach",2012,11,5,478699,293200,"107736"
31636,"Fluviatiler Feststofftransport","Mittel","Kärnten","Freibach",2012,11,4,486275,292491,"107768"
31637,"Fluviatiler Feststofftransport","Stark","Kärnten","Inzelgrabenbach",2012,11,4,479607,293337,"107734"
31638,"Murartiger Feststofftransport","Stark","Kärnten","Tumpelgraben",2012,11,5,477249,295249,"107759"
31646,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Aurach",2013,1,5,427582,440632,"102815"
31662,"Fluviatiler Feststofftransport","Stark","Steiermark","Kaltbach",2012,7,29,547637,392710,"105015"
31663,"Fluviatiler Feststofftransport","Extrem","Steiermark","Schrabach",2012,6,21,495255,398450,"104631"
31664,"Murartiger Feststofftransport","Extrem","Steiermark","Tobeitschbach",2012,6,21,495016,397224,"104749"
31665,"Fluviatiler Feststofftransport","Extrem","Steiermark","Leitnerbach",2012,6,21,494897,398412,"104628"
31666,"Fluviatiler Feststofftransport","Extrem","Steiermark","Brandschinkbach",2012,6,21,494187,399450,"104617"
31667,"Fluviatiler Feststofftransport","Stark","Steiermark","Hammerbach",2012,6,21,497520,397074,"104777"
31668,"Fluviatiler Feststofftransport","Stark","Steiermark","Primschenbach",2012,6,21,497088,397970,"104634"
31669,"Fluviatiler Feststofftransport","Stark","Steiermark","Knötzlbach",2012,6,21,496692,397063,"104772"
31672,"Fluviatiler Feststofftransport","Stark","Steiermark","Flitzenbach",2012,6,21,491174,400746,"107490"
31673,"Fluviatiler Feststofftransport","Stark","Steiermark","Köberlbach",2012,6,21,491803,400254,"104576"
31675,"Fluviatiler Feststofftransport","Gering","Steiermark","Spöcklbach",2012,6,21,493024,399601,"104629"
31676,"Murgang","Extrem","Steiermark","Seppbauerbachl",2012,6,21,491981,399828,"104622"
31677,"Fluviatiler Feststofftransport","Extrem","Steiermark","Engmüllnerbach",2012,6,21,489668,398953,"104683"
31679,"Fluviatiler Feststofftransport","Extrem","Steiermark","Pingetgraben",2012,6,21,483421,402135,"138970"
31681,"Fluviatiler Feststofftransport","Extrem","Steiermark","Triebenbach",2012,6,21,488649,394818,"104621"
31682,"Fluviatiler Feststofftransport","Extrem","Steiermark","Triebenbach",2012,6,21,488411,394041,"104621"
31683,"Fluviatiler Feststofftransport","Extrem","Steiermark","Triebenbach",2012,6,21,491100,392792,"104621"
31684,"Fluviatiler Feststofftransport","Extrem","Steiermark","Triebenbach",2012,6,21,490202,394193,"104621"
31685,"Fluviatiler Feststofftransport","Extrem","Steiermark","Triebenbach",2012,6,21,490429,393508,"104621"
31686,"Fluviatiler Feststofftransport","Extrem","Steiermark","Triebenbach",2012,6,21,488794,394727,"104621"
31687,"Fluviatiler Feststofftransport","Extrem","Steiermark","Triebenbach",2012,6,21,486621,392476,"104621"
31688,"Fluviatiler Feststofftransport","Mittel","Steiermark","Johnsbach",2012,6,21,498901,403492,"106573"
31689,"Fluviatiler Feststofftransport","Extrem","Steiermark","Johnsbach",2012,6,21,496385,404320,"106573"
31690,"Fluviatiler Feststofftransport","Extrem","Steiermark","Johnsbach",2012,6,21,496938,404067,"106573"
31691,"Fluviatiler Feststofftransport","Extrem","Steiermark","Johnsbach",2012,6,21,495723,403842,"106573"
31692,"Fluviatiler Feststofftransport","Extrem","Steiermark","Johnsbach",2012,6,21,496702,404537,"106573"
31693,"Fluviatiler Feststofftransport","Extrem","Steiermark","Johnsbach",2012,6,21,494126,405591,"106573"
31694,"Fluviatiler Feststofftransport","Extrem","Steiermark","Kleinsölkbach",2012,7,20,445052,382616,"105132"
31695,"Fluviatiler Feststofftransport","Extrem","Steiermark","Pöllingergraben",2012,6,17,484298,401920,"139010"
31696,"Fluviatiler Feststofftransport","Extrem","Steiermark","Hallwegbach",2012,6,17,483972,403451,"104499"
31697,"Fluviatiler Feststofftransport","Stark","Steiermark",NA,2012,6,17,482317,402388,"107482"
31699,"Fluviatiler Feststofftransport","Extrem","Steiermark","Strechaubach",2012,6,21,474176,402361,"104559"
31700,"Fluviatiler Feststofftransport","Stark","Steiermark","Maroldbach",2012,6,21,483332,400831,"106859"
31701,"Fluviatiler Feststofftransport","Mittel","Steiermark","Lahngraben",2012,6,21,478623,403062,"104544"
31702,"Fluviatiler Feststofftransport","Stark","Steiermark","Bessererbach",2012,6,21,479237,404064,"104475"
31705,"Fluviatiler Feststofftransport","Extrem","Steiermark","Lorenzerbach",2012,6,23,484399,400588,"106843"
31706,"Murgang","Extrem","Steiermark","Lorenzerbach",2012,7,21,484344,400100,"106843"
31707,"Fluviatiler Feststofftransport","Extrem","Steiermark","Aichergraben",2012,6,21,485463,401572,"104558"
31708,"Murartiger Feststofftransport","Extrem","Steiermark","Moarzbichlgraben",2012,6,17,484673,401740,"104543"
31709,"Fluviatiler Feststofftransport","Extrem","Steiermark","Dietmannsdorferbach",2012,6,21,486341,401569,"104531"
31710,"Murartiger Feststofftransport","Stark","Steiermark","Prechtlergraben",2012,6,21,486607,400858,"104577"
31712,"Fluviatiler Feststofftransport","Extrem","Steiermark","Bichlmayergraben",2012,6,21,488175,400345,"104574"
31713,"Fluviatiler Feststofftransport","Extrem","Steiermark","Triebenbach",2012,7,21,486772,398287,"104621"
31716,"Murartiger Feststofftransport","Extrem","Steiermark","Östlicher Mühlgraben",2012,6,21,487416,400690,"104578"
31717,"Fluviatiler Feststofftransport","Stark","Steiermark","Östlicher Mühlgraben",2012,7,21,487326,400473,"104578"
31718,"Fluviatiler Feststofftransport","Mittel","Steiermark","Wölfergraben",2012,7,21,487684,400493,"106837"
31719,"Fluviatiler Feststofftransport","Extrem","Steiermark","Dietmannsdorferbach",2012,6,17,486467,401357,"104531"
31720,"Fluviatiler Feststofftransport","Extrem","Steiermark","Geltergraben",2012,6,21,486098,401969,"138930"
31725,"Murartiger Feststofftransport","Extrem","Steiermark","Hansenhüttengraben",2012,6,20,544740,398976,"104779"
31726,"Murartiger Feststofftransport","Extrem","Steiermark","Pöneggbach",2012,6,21,549305,396536,"104632"
31731,"Fluviatiler Feststofftransport","Mittel","Steiermark","Haselebnergraben",2012,7,21,489188,400319,"106852"
31732,"Fluviatiler Feststofftransport","Mittel","Steiermark",NA,2012,7,21,489028,400276,"104605"
31733,"Fluviatiler Feststofftransport","Gering","Steiermark","Haselebnergraben",2012,9,10,489199,400331,"106852"
31734,"Fluviatiler Feststofftransport","Mittel","Steiermark","Maierhofergraben",2012,9,11,489027,400266,"104605"
31735,"Fluviatiler Feststofftransport","Extrem","Steiermark","Lorenzerbach",2012,9,11,483748,399952,"106843"
31738,"Fluviatiler Feststofftransport","Mittel","Steiermark","Maroldbach",2012,9,11,483500,400836,"106859"
31739,"Fluviatiler Feststofftransport","Mittel","Steiermark","Tamischbach",2012,9,11,481687,401256,"104599"
31740,"Fluviatiler Feststofftransport","Gering","Steiermark",NA,2012,9,11,482759,401454,"106836"
31743,"Fluviatiler Feststofftransport","Stark","Steiermark",NA,2012,6,17,483930,401934,"673890"
31751,"Fluviatiler Feststofftransport","Stark","Tirol","Baderbach",2012,8,4,340750,396845,"110481"
31752,"Fluviatiler Feststofftransport","Extrem","Tirol","Lindaubach (Krotenbach)",2012,8,4,341305,397325,"110410"
31753,"Fluviatiler Feststofftransport","Stark","Tirol","Grieseltalbach",2012,8,4,345380,402145,"110414"
31755,"Fluviatiler Feststofftransport","Extrem","Tirol","Habach",2012,8,4,333941,405746,"110455"
31757,"Murgang","Stark","Tirol","Zlembach",2012,7,21,338217,349029,"108647"
31765,"Fluviatiler Feststofftransport","Gering","Oberösterreich",NA,2013,1,5,501151,439772,"1055522"
31775,"Fluviatiler Feststofftransport","Mittel","Steiermark","Rettenbach",2013,5,7,562904,358134,"107064"
31776,"Fluviatiler Feststofftransport","Mittel","Steiermark","Josefbach",2013,5,7,561934,357759,"106192"
31788,"Murartiger Feststofftransport","Stark","Vorarlberg","Kuanzatobel",2013,6,2,144260,360854,"171022"
31789,"Fluviatiler Feststofftransport","Mittel","Vorarlberg","Gluandigraben",2013,6,2,135829,362286,"298701"
31794,"Murartiger Feststofftransport","Extrem","Tirol","Achenbergbach",2013,6,2,317276,393486,"110192"
31797,"Murartiger Feststofftransport","Stark","Tirol","Santenbach",2013,6,2,317810,394547,"110361"
